MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
2019-01-01,SpecialistsFFS,pathology,Payer B,2386
2019-01-01,SpecialistsFFS,pathology,Payer B,4211
2019-01-01,SpecialistsFFS,pathology,Payer CA,292400
2019-01-01,SpecialistsFFS,pediatric neurology,Payer CO,11279
2019-01-01,SpecialistsFFS,psychiatry pediatric,Payer F,552507
2019-01-01,SpecialistsFFS,pediatric,Payer O,61612
2019-01-01,SpecialistsFFS,pediatric,Payer W,54001
2019-01-01,SpecialistsFFS,pediatric,Payer S,22336
2019-01-01,SpecialistsFFS,,Payer W,483
2019-01-01,SpecialistsFFS,rehab physical,Payer CA,54788
2019-01-01,SpecialistsFFS,rehab physical,Payer CO,3340
2019-01-01,SpecialistsFFS,rehab physical,Payer F,767003
2019-01-01,SpecialistsFFS,rehab physical,Payer O,92437
2019-01-01,SpecialistsFFS,rehab physical,Payer W,41063
2019-01-01,SpecialistsFFS,rehab physical,Payer CA,6137
2019-01-01,SpecialistsFFS,rehab physical,Payer B,252
2019-01-01,SpecialistsFFS,therapy physical,Payer B,339
2019-01-01,SpecialistsFFS,therapy physical,Payer F,19947
2019-01-01,SpecialistsFFS,therapy physical,Payer W,590
2019-01-01,SpecialistsFFS,therapy physical,Payer CO,18828
2019-01-01,SpecialistsFFS,therapy physical,Payer F,203051
2019-01-01,SpecialistsFFS,therapy physical,Payer O,48806
2019-01-01,SpecialistsFFS,physical,Payer CA,28717
2019-01-01,SpecialistsFFS,physical,Payer CO,7134
2019-01-01,SpecialistsFFS,physical,Payer W,50966
2019-01-01,SpecialistsFFS,physical,Payer S,6515
2019-01-01,SpecialistsFFS,physical,Payer B,633
2019-01-01,SpecialistsFFS,physical,Payer F,231342
2019-01-01,SpecialistsFFS,laboratory,Payer H,121440
2019-01-01,SpecialistsFFS,surgery plastic,Payer O,37322
2019-01-01,SpecialistsFFS,surgery plastic,Payer CA,44199
2019-01-01,SpecialistsFFS,surgery plastic,Payer CO,3233
2019-01-01,SpecialistsFFS,surgery plastic,Payer W,3095
2019-01-01,SpecialistsFFS,surgery plastic,Payer B,982
2019-01-01,SpecialistsFFS,pediatric,Payer CO,353
2019-01-01,SpecialistsFFS,pediatric,Payer H,39772
2019-01-01,SpecialistsFFS,pediatric,Payer S,1401
2019-01-01,SpecialistsFFS,pediatric,Payer W,3203
2019-01-01,SpecialistsFFS,pediatric,Payer CA,20995
2019-01-01,SpecialistsFFS,pediatric,Payer W,3222
2019-01-01,SpecialistsFFS,pediatric,Payer CA,944
2019-01-01,SpecialistsFFS,pediatric,Payer F,90134
2019-01-01,SpecialistsFFS,,Payer O,6780
2019-01-01,SpecialistsFFS,orthotics,Payer S,493
2019-01-01,SpecialistsFFS,psychiatry,Payer W,1105
2019-01-01,SpecialistsFFS,psychiatry,Payer H,32764
2019-01-01,SpecialistsFFS,psychiatry,Payer B,2136
2019-01-01,SpecialistsFFS,psychiatry,Payer CA,11024
2019-01-01,SpecialistsFFS,psychiatry,Payer CO,16625
2019-01-01,SpecialistsFFS,psychology,Payer F,2563
2019-01-01,SpecialistsFFS,psychology,Payer O,741
2019-01-01,SpecialistsFFS,psychology,Payer S,14807
2019-01-01,SpecialistsFFS,psychology,Payer W,53545
2019-01-01,SpecialistsFFS,pulmonary,Payer W,0
2019-01-01,SpecialistsFFS,pulmonary,Payer F,1109
2019-01-01,SpecialistsFFS,pulmonary,Payer W,480
2019-01-01,SpecialistsFFS,pulmonary,Payer B,763
2019-01-01,SpecialistsFFS,pulmonary,Payer CA,0
2019-01-01,SpecialistsFFS,pulmonary,Payer O,694
2019-01-01,SpecialistsFFS,pulmonary,Payer W,9230
2019-01-01,SpecialistsFFS,radiology oncology,Payer H,152
2019-01-01,SpecialistsFFS,radiology oncology,Payer F,3335
2019-01-01,SpecialistsFFS,radiology oncology,Payer S,0
2019-01-01,SpecialistsFFS,radiology oncology,Payer W,1224
2019-01-01,SpecialistsFFS,radiology oncology,Payer F,190027
2019-01-01,SpecialistsFFS,radiology,Payer O,47634
2019-01-01,SpecialistsFFS,radiology,Payer B,452
2019-01-01,SpecialistsFFS,radiology,Payer CA,51137
2019-01-01,SpecialistsFFS,radiology,Payer CO,4053
2019-01-01,SpecialistsFFS,radiology,Payer S,7042
2019-01-01,SpecialistsFFS,radiology,Payer W,16517
2019-01-01,SpecialistsFFS,radiology,Payer CA,385089
2019-01-01,SpecialistsFFS,radiology,Payer CO,59963
2019-01-01,SpecialistsFFS,radiology,Payer F,892019
2019-01-01,SpecialistsFFS,nurse,Payer O,268040
2019-01-01,SpecialistsFFS,therapy physical,Payer S,3437
2019-01-01,SpecialistsFFS,rehab,Payer B,0
2019-01-01,SpecialistsFFS,rehab,Payer CA,3802
2019-01-01,SpecialistsFFS,rehab,Payer CO,10719
2019-01-01,SpecialistsFFS,,Payer F,1743966
2019-01-01,SpecialistsFFS,rheumatology,Payer O,395991
2019-01-01,SpecialistsFFS,rheumatology,Payer W,122720
2019-01-01,SpecialistsFFS,rheumatology,Payer B,36795
2019-01-01,SpecialistsFFS,rheumatology,Payer F,428178
2019-01-01,SpecialistsFFS,rheumatology,Payer O,50342
2019-01-01,SpecialistsFFS,rheumatology,Payer H,726
2019-01-01,SpecialistsFFS,rheumatology,Payer B,927
2019-01-01,SpecialistsFFS,,Payer F,18655
2019-01-01,SpecialistsFFS,,Payer O,11917
2019-01-01,SpecialistsFFS,diagnostic,Payer W,24338
2019-01-01,SpecialistsFFS,diagnostic,Payer W,1332
2019-01-01,SpecialistsFFS,,Payer CA,102111
2019-01-01,SpecialistsFFS,,Payer CO,3905
2019-01-01,SpecialistsFFS,therapy,Payer F,63214
2019-01-01,SpecialistsFFS,,Payer O,22612
2019-01-01,SpecialistsFFS,sports,Payer S,13370
2019-01-01,SpecialistsFFS,sports,Payer W,5195
2019-01-01,SpecialistsFFS,sports,Payer B,720
2019-01-01,SpecialistsFFS,,Payer CA,2510
2019-01-01,SpecialistsFFS,,Payer W,2015
2019-01-01,SpecialistsFFS,,Payer F,4210
2019-01-01,SpecialistsFFS,surgery,Payer O,32493
2019-01-01,SpecialistsFFS,oncology surgery,Payer F,4749
2019-01-01,SpecialistsFFS,oncology surgery,Payer H,13023
2019-01-01,SpecialistsFFS,surgery cardiovascular,Payer F,3618
2019-01-01,SpecialistsFFS,surgery,Payer W,91
2019-01-01,SpecialistsFFS,oncology surgery,Payer CA,673
2019-01-01,SpecialistsFFS,radiology,Payer F,4182
2019-01-01,SpecialistsFFS,therapy,Payer O,3930
2019-01-01,SpecialistsFFS,therapy,Payer W,1572
2019-01-01,SpecialistsFFS,physical therapy occupational,Payer W,3488
2019-01-01,SpecialistsFFS,surgery thoracic cardiovascular,Payer CO,2907
2019-01-01,SpecialistsFFS,surgery thoracic,Payer S,1288
2019-01-01,SpecialistsFFS,surgery thoracic,Payer F,1187
2019-01-01,SpecialistsFFS,surgery thoracic,Payer O,0
2019-01-01,SpecialistsFFS,,Payer S,1276
2019-01-01,SpecialistsFFS,,Payer S,836
2019-01-01,SpecialistsFFS,urology,Payer W,539
2019-01-01,SpecialistsFFS,urology,Payer S,148
2019-01-01,SpecialistsFFS,urology,Payer F,347
2019-01-01,SpecialistsFFS,urology,Payer O,651
2019-01-01,SpecialistsFFS,urology,Payer B,1463
2019-01-01,SpecialistsFFS,urology,Payer W,83
2019-01-01,SpecialistsFFS,urology,Payer CA,3639
2019-01-01,SpecialistsFFS,,Payer F,4462
2019-01-01,SpecialistsFFS,,Payer O,501
2019-01-01,SpecialistsFFS,vascular interventional,Payer CO,531
2019-01-01,SpecialistsFFS,vascular surgery,Payer F,9721
2019-01-01,SpecialistsFFS,vascular surgery,Payer B,11275
2019-01-01,SpecialistsFFS,vascular surgery,Payer CA,113960
2019-01-01,SpecialistsFFS,vascular surgery,Payer CO,8714
2019-01-01,SpecialistsFFS,vascular surgery,Payer F,435688
2019-01-01,SpecialistsFFS,,Payer O,180718
2019-01-01,SpecialistsFFS,,Payer S,6494
2019-01-01,SpecialistsFFS,,Payer W,35416
2019-01-01,SpecialistsFFS,,Payer W,417
2019-01-01,SpecialistsFFS,nurse,Payer CO,2862
2019-01-01,SpecialistsFFS,ambulance,Payer S,146
2019-01-01,SpecialistsFFS,ambulance,Payer CA,14688
2019-01-01,SpecialistsFFS,ambulance,Payer F,232005
2019-01-01,SpecialistsFFS,ambulance,Payer O,20230
2019-01-01,SpecialistsFFS,ambulance,Payer S,11020
2019-01-01,SpecialistsFFS,ambulance,Payer W,41609
2019-01-01,SpecialistsFFS,ambulance,Payer F,9446
2019-02-01,AncillaryFFS,ambulance,Payer F,100344
2019-02-01,AncillaryFFS,ambulance,Payer O,114253
2019-02-01,AncillaryFFS,ambulatory surgery,Payer S,1227
2019-02-01,AncillaryFFS,ambulatory,Payer UN,0
2019-02-01,AncillaryFFS,,Payer CA,459087
2019-02-01,AncillaryFFS,anesthesiology,Payer CO,25254
2019-02-01,AncillaryFFS,anesthesiology,Payer F,1240530
2019-02-01,AncillaryFFS,anesthesiology,Payer H,426783
2019-02-01,AncillaryFFS,anesthesiology,Payer O,346996
2019-02-01,AncillaryFFS,,Payer S,42995
2019-02-01,AncillaryFFS,cardiology electrophysiology,Payer W,95308
2019-02-01,AncillaryFFS,electrophysiology,Payer B,2798
2019-02-01,AncillaryFFS,electrophysiology,Payer UL,3808
2019-02-01,AncillaryFFS,cardiology,Payer W,18738
2019-02-01,AncillaryFFS,cardiology,Payer UN,4372
2019-02-01,AncillaryFFS,cardiology,Payer W,1841
2019-02-01,AncillaryFFS,cardiology,Payer H,452
2019-02-01,AncillaryFFS,cardiology,Payer F,863
2019-02-01,AncillaryFFS,surgery cardiovascular,Payer O,1913
2019-02-01,AncillaryFFS,nurse,Payer UN,0
2019-02-01,AncillaryFFS,nurse,Payer CA,1162
2019-02-01,AncillaryFFS,chiropractic,Payer CA,1293
2019-02-01,AncillaryFFS,laboratory,Payer O,265
2019-02-01,AncillaryFFS,,Payer W,795
2019-02-01,AncillaryFFS,,Payer CA,235
2019-02-01,AncillaryFFS,mental,Payer F,1608
2019-02-01,AncillaryFFS,mental rehab,Payer O,3716
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,critical,Payer W,3701
2019-02-01,AncillaryFFS,,Payer CA,1893
2019-02-01,AncillaryFFS,,Payer UL,492
2019-02-01,AncillaryFFS,,Payer S,375
2019-02-01,AncillaryFFS,dermatology,Payer UN,0
2019-02-01,AncillaryFFS,dermatology,Payer UL,4244
2019-02-01,AncillaryFFS,dermatopathology,Payer CA,0
2019-02-01,AncillaryFFS,dermatopathology,Payer W,11015
2019-02-01,AncillaryFFS,diagnostic,Payer W,1919
2019-02-01,AncillaryFFS,diagnostic,Payer F,2616
2019-02-01,AncillaryFFS,diagnostic radiology,Payer W,243
2019-02-01,AncillaryFFS,diagnostic radiology,Payer W,0
2019-02-01,AncillaryFFS,diagnostic radiology,Payer UN,0
2019-02-01,AncillaryFFS,,Payer F,32569
2019-02-01,AncillaryFFS,,Payer O,9263
2019-02-01,AncillaryFFS,dialysis,Payer UN,567
2019-02-01,AncillaryFFS,dialysis,Payer W,568
2019-02-01,AncillaryFFS,dialysis,Payer F,19888
2019-02-01,AncillaryFFS,dialysis,Payer O,3589
2019-02-01,AncillaryFFS,,Payer H,5715
2019-02-01,AncillaryFFS,,Payer W,911
2019-02-01,AncillaryFFS,psychology,Payer CA,3270
2019-02-01,AncillaryFFS,,Payer F,40
2019-02-01,AncillaryFFS,,Payer S,396
2019-02-01,AncillaryFFS,,Payer UN,5383
2019-02-01,AncillaryFFS,,Payer CO,54754
2019-02-01,AncillaryFFS,,Payer CA,243380
2019-02-01,AncillaryFFS,,Payer S,47893
2019-02-01,AncillaryFFS,emergency,Payer W,206933
2019-02-01,AncillaryFFS,emergency,Payer H,2351
2019-02-01,AncillaryFFS,emergency,Payer CA,633
2019-02-01,AncillaryFFS,emergency,Payer S,28771
2019-02-01,AncillaryFFS,emergency,Payer UN,0
2019-02-01,AncillaryFFS,emergency,Payer CO,255489
2019-02-01,AncillaryFFS,endocrinology,Payer B,1357
2019-02-01,AncillaryFFS,endocrinology,Payer CA,349382
2019-02-01,AncillaryFFS,endocrinology,Payer W,137203
2019-02-01,AncillaryFFS,,Payer UN,38028
2019-02-01,AncillaryFFS,family,Payer S,4998
2019-02-01,AncillaryFFS,family,Payer F,73370
2019-02-01,AncillaryFFS,family,Payer O,1756
2019-02-01,AncillaryFFS,family,Payer S,0
2019-02-01,AncillaryFFS,family,Payer UN,1642
2019-02-01,AncillaryFFS,family,Payer S,2468
2019-02-01,AncillaryFFS,family,Payer W,3557
2019-02-01,AncillaryFFS,,Payer F,60257
2019-02-01,AncillaryFFS,gastroenterology,Payer O,1068
2019-02-01,AncillaryFFS,gastroenterology,Payer UN,0
2019-02-01,AncillaryFFS,gastroenterology,Payer UN,0
2019-02-01,AncillaryFFS,gastroenterology,Payer S,648
2019-02-01,AncillaryFFS,,Payer B,0
2019-02-01,AncillaryFFS,,Payer CA,3584
2019-02-01,AncillaryFFS,,Payer F,221437
2019-02-01,AncillaryFFS,,Payer O,29465
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,,Payer W,19574
2019-02-01,AncillaryFFS,surgery,Payer S,4423
2019-02-01,AncillaryFFS,surgery,Payer B,0
2019-02-01,AncillaryFFS,surgery,Payer CA,223
2019-02-01,AncillaryFFS,surgery,Payer F,568
2019-02-01,AncillaryFFS,surgery,Payer UN,0
2019-02-01,AncillaryFFS,surgery,Payer B,7580
2019-02-01,AncillaryFFS,surgery,Payer CA,1460
2019-02-01,AncillaryFFS,,Payer F,140144
2019-02-01,AncillaryFFS,,Payer O,7408
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,,Payer W,5070
2019-02-01,AncillaryFFS,gynecology,Payer B,0
2019-02-01,AncillaryFFS,surgery,Payer CA,4133
2019-02-01,AncillaryFFS,,Payer CO,1591
2019-02-01,AncillaryFFS,,Payer F,4924
2019-02-01,AncillaryFFS,,Payer O,3916
2019-02-01,AncillaryFFS,,Payer UN,95
2019-02-01,AncillaryFFS,,Payer W,0
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,,Payer O,524
2019-02-01,AncillaryFFS,,Payer W,4060
2019-02-01,AncillaryFFS,,Payer UL,2294
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,,Payer W,224
2019-02-01,AncillaryFFS,,Payer W,490
2019-02-01,AncillaryFFS,,Payer F,2504
2019-02-01,AncillaryFFS,,Payer O,2737
2019-02-01,AncillaryFFS,,Payer W,3261
2019-02-01,AncillaryFFS,,Payer S,1506
2019-02-01,AncillaryFFS,,Payer F,935540
2019-02-01,AncillaryFFS,,Payer O,713366
2019-02-01,AncillaryFFS,,Payer B,2917
2019-02-01,AncillaryFFS,,Payer CO,77158
2019-02-01,AncillaryFFS,,Payer S,0
2019-02-01,AncillaryFFS,,Payer UL,1076
2019-02-01,AncillaryFFS,diagnostic,Payer W,155194
2019-02-01,AncillaryFFS,laboratory,Payer CA,1728
2019-02-01,AncillaryFFS,laboratory,Payer UN,32456
2019-02-01,AncillaryFFS,laboratory,Payer H,330411
2019-02-01,AncillaryFFS,infectious,Payer F,4959
2019-02-01,AncillaryFFS,infectious,Payer O,3829
2019-02-01,AncillaryFFS,infusion,Payer CA,10982
2019-02-01,AncillaryFFS,infusion,Payer UN,807
2019-02-01,AncillaryFFS,infusion,Payer W,1091328
2019-02-01,AncillaryFFS,infusion,Payer B,0
2019-02-01,AncillaryFFS,,Payer F,489
2019-02-01,AncillaryFFS,,Payer UL,778
2019-02-01,AncillaryFFS,,Payer F,191251
2019-02-01,AncillaryFFS,,Payer H,105318
2019-02-01,AncillaryFFS,,Payer O,75148
2019-02-01,AncillaryFFS,,Payer CA,408
2019-02-01,AncillaryFFS,,Payer S,322
2019-02-01,AncillaryFFS,interventional cardiology,Payer CO,9724
2019-02-01,AncillaryFFS,interventional cardiology,Payer W,2445
2019-02-01,AncillaryFFS,laboratory,Payer F,3266
2019-02-01,AncillaryFFS,laboratory,Payer O,174
2019-02-01,AncillaryFFS,laboratory,Payer B,0
2019-02-01,AncillaryFFS,laboratory,Payer CA,10590
2019-02-01,AncillaryFFS,laboratory,Payer F,33447
2019-02-01,AncillaryFFS,,Payer O,8416
2019-02-01,AncillaryFFS,,Payer S,442
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,,Payer W,10611
2019-02-01,AncillaryFFS,,Payer F,1702
2019-02-01,AncillaryFFS,,Payer O,2692
2019-02-01,AncillaryFFS,,Payer CA,589207
2019-02-01,AncillaryFFS,,Payer CO,18577
2019-02-01,AncillaryFFS,diagnostic,Payer S,27919
2019-02-01,AncillaryFFS,neurology,Payer UN,110781
2019-02-01,AncillaryFFS,neurology,Payer W,44321
2019-02-01,AncillaryFFS,neurology,Payer B,2271
2019-02-01,AncillaryFFS,neurology,Payer CA,0
2019-02-01,AncillaryFFS,neurology,Payer F,653
2019-02-01,AncillaryFFS,neurology,Payer UN,0
2019-02-01,AncillaryFFS,neurology,Payer H,118628
2019-02-01,AncillaryFFS,neurology,Payer F,778893
2019-02-01,AncillaryFFS,neurology,Payer O,161875
2019-02-01,AncillaryFFS,neurosurgery,Payer UL,22302
2019-02-01,AncillaryFFS,,Payer CA,2549
2019-02-01,AncillaryFFS,nurse,Payer CA,16979
2019-02-01,AncillaryFFS,nurse,Payer CO,4167
2019-02-01,AncillaryFFS,nurse,Payer F,98116
2019-02-01,AncillaryFFS,obstetrics gynecology,Payer O,23379
2019-02-01,AncillaryFFS,obstetrics gynecology,Payer S,5993
2019-02-01,AncillaryFFS,therapy occupational,Payer UN,1423
2019-02-01,AncillaryFFS,therapy occupational,Payer W,27099
2019-02-01,AncillaryFFS,oncology,Payer CA,1064
2019-02-01,AncillaryFFS,oncology,Payer UN,0
2019-02-01,AncillaryFFS,oncology hematology,Payer UN,0
2019-02-01,AncillaryFFS,ophthalmology,Payer B,683
2019-02-01,AncillaryFFS,optometry,Payer CA,265
2019-02-01,AncillaryFFS,surgery,Payer UN,0
2019-02-01,AncillaryFFS,orthopedic,Payer H,21765
2019-02-01,AncillaryFFS,surgery orthopedic,Payer W,0
2019-02-01,AncillaryFFS,surgery orthopedic,Payer UN,0
2019-02-01,AncillaryFFS,surgery orthopedic,Payer CA,0
2019-02-01,AncillaryFFS,surgery orthopedic,Payer UN,0
2019-02-01,AncillaryFFS,orthotics prosthetics,Payer CA,391
2019-02-01,AncillaryFFS,,Payer F,3136
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,osteopath,Payer UN,0
2019-02-01,AncillaryFFS,,Payer S,659
2019-02-01,AncillaryFFS,,Payer CA,406
2019-02-01,AncillaryFFS,,Payer CA,15733
2019-02-01,AncillaryFFS,,Payer F,1101
2019-02-01,AncillaryFFS,,Payer O,2941
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,,Payer S,1156
2019-02-01,AncillaryFFS,,Payer CA,68225
2019-02-01,AncillaryFFS,,Payer CO,1919
2019-02-01,AncillaryFFS,,Payer W,4668
2019-02-01,AncillaryFFS,pathology,Payer H,16230
2019-02-01,AncillaryFFS,pathology,Payer CA,17291
2019-02-01,AncillaryFFS,pathology,Payer UN,0
2019-02-01,AncillaryFFS,pathology,Payer UL,98
2019-02-01,AncillaryFFS,pathology,Payer H,235
2019-02-01,AncillaryFFS,pathology,Payer F,51
2019-02-01,AncillaryFFS,,Payer F,107918
2019-02-01,AncillaryFFS,pediatric,Payer F,548
2019-02-01,AncillaryFFS,pediatric,Payer O,2639
2019-02-01,AncillaryFFS,pediatric,Payer UN,0
2019-02-01,AncillaryFFS,pediatric,Payer W,787
2019-02-01,AncillaryFFS,,Payer CA,5058
2019-02-01,AncillaryFFS,,Payer CO,307
2019-02-01,AncillaryFFS,,Payer F,46130
2019-02-01,AncillaryFFS,infusion therapy,Payer O,7371
2019-02-01,AncillaryFFS,rehab physical,Payer UN,3276
2019-02-01,AncillaryFFS,rehab physical,Payer W,1886
2019-02-01,AncillaryFFS,rehab physical,Payer W,0
2019-02-01,AncillaryFFS,rehab physical,Payer F,3686
2019-02-01,AncillaryFFS,therapy physical,Payer S,1023
2019-02-01,AncillaryFFS,therapy physical,Payer UN,0
2019-02-01,AncillaryFFS,physical,Payer W,13
2019-02-01,AncillaryFFS,physical,Payer W,791
2019-02-01,AncillaryFFS,physical,Payer F,3503
2019-02-01,AncillaryFFS,physical,Payer B,1378
2019-02-01,AncillaryFFS,,Payer B,92
2019-02-01,AncillaryFFS,pediatric,Payer F,2754
2019-02-01,AncillaryFFS,pediatric,Payer O,8106
2019-02-01,AncillaryFFS,pediatric,Payer CA,1299
2019-02-01,AncillaryFFS,pediatric,Payer B,0
2019-02-01,AncillaryFFS,pediatric,Payer O,252
2019-02-01,AncillaryFFS,pediatric,Payer UN,0
2019-02-01,AncillaryFFS,pediatric,Payer H,4570
2019-02-01,AncillaryFFS,pediatric,Payer S,0
2019-02-01,AncillaryFFS,diagnostic,Payer UL,106
2019-02-01,AncillaryFFS,diagnostic,Payer UN,0
2019-02-01,AncillaryFFS,,Payer UL,649
2019-02-01,AncillaryFFS,,Payer H,12385
2019-02-01,AncillaryFFS,orthotics,Payer B,292
2019-02-01,AncillaryFFS,orthotics,Payer CA,838
2019-02-01,AncillaryFFS,,Payer CO,948
2019-02-01,AncillaryFFS,,Payer F,3026
2019-02-01,AncillaryFFS,psychiatry,Payer O,2747
2019-02-01,AncillaryFFS,psychiatry,Payer UN,0
2019-02-01,AncillaryFFS,psychiatry,Payer W,1082
2019-02-01,AncillaryFFS,psychology,Payer F,116
2019-02-01,AncillaryFFS,pulmonary,Payer O,1131
2019-02-01,AncillaryFFS,pulmonary,Payer UL,898
2019-02-01,AncillaryFFS,pulmonary,Payer F,2305
2019-02-01,AncillaryFFS,pulmonology,Payer F,193865
2019-02-01,AncillaryFFS,radiology oncology,Payer O,62412
2019-02-01,AncillaryFFS,radiology oncology,Payer B,671
2019-02-01,AncillaryFFS,radiology oncology,Payer W,221
2019-02-01,AncillaryFFS,radiology therapy,Payer W,19456
2019-02-01,AncillaryFFS,radiology,Payer CA,0
2019-02-01,AncillaryFFS,radiology,Payer W,1485
2019-02-01,AncillaryFFS,radiology,Payer UN,0
2019-02-01,AncillaryFFS,radiology,Payer F,6779
2019-02-01,AncillaryFFS,radiology,Payer CA,656
2019-02-01,AncillaryFFS,radiology,Payer W,577
2019-02-01,AncillaryFFS,radiology diagnostic,Payer UN,0
2019-02-01,AncillaryFFS,radiology,Payer CA,7969
2019-02-01,AncillaryFFS,radiology,Payer F,32240
2019-02-01,AncillaryFFS,radiology oncology,Payer O,5999
2019-02-01,AncillaryFFS,nurse,Payer UN,0
2019-02-01,AncillaryFFS,rehab,Payer B,106
2019-02-01,AncillaryFFS,rehab,Payer CA,4298
2019-02-01,AncillaryFFS,rehab,Payer F,3322
2019-02-01,AncillaryFFS,dialysis,Payer O,97
2019-02-01,AncillaryFFS,dialysis,Payer UN,51
2019-02-01,AncillaryFFS,,Payer W,341
2019-02-01,AncillaryFFS,rheumatology,Payer UN,812
2019-02-01,AncillaryFFS,nurse,Payer F,36503
2019-02-01,AncillaryFFS,nurse,Payer O,3367
2019-02-01,AncillaryFFS,nurse,Payer UN,0
2019-02-01,AncillaryFFS,,Payer H,489
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,diagnostic,Payer B,1905
2019-02-01,AncillaryFFS,diagnostic,Payer B,2263
2019-02-01,AncillaryFFS,,Payer F,1075015
2019-02-01,AncillaryFFS,,Payer O,449139
2019-02-01,AncillaryFFS,,Payer W,1020
2019-02-01,AncillaryFFS,,Payer O,748
2019-02-01,AncillaryFFS,therapy,Payer H,3912
2019-02-01,AncillaryFFS,,Payer CA,1961
2019-02-01,AncillaryFFS,surgery plastic,Payer W,148109
2019-02-01,AncillaryFFS,oncology surgery,Payer CA,7107
2019-02-01,AncillaryFFS,,Payer W,1139
2019-02-01,AncillaryFFS,,Payer F,27614
2019-02-01,AncillaryFFS,,Payer O,14891
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,,Payer F,18863
2019-02-01,AncillaryFFS,,Payer O,1137
2019-02-01,AncillaryFFS,,Payer H,189935
2019-02-01,AncillaryFFS,,Payer UN,0
2019-02-01,AncillaryFFS,urology,Payer W,23722
2019-02-01,AncillaryFFS,urology,Payer UN,0
2019-02-01,AncillaryFFS,urology,Payer F,591
2019-02-01,AncillaryFFS,vision,Payer CO,11939
2019-02-01,AncillaryFFS,vision,Payer S,19162
2019-02-01,AncillaryFFS,,Payer CA,44049
2019-02-01,AncillaryFFS,,Payer F,503
2019-02-01,AncillaryFFS,,Payer O,503
2019-02-01,AncillaryFFS,,Payer S,1587
2019-02-01,AncillaryFFS,,Payer W,6656
2019-02-01,AncillaryFFS,,Payer UN,13434
2019-02-01,AncillaryFFS,surgery,Payer B,3408
2019-02-01,AncillaryFFS,ambulatory surgery,Payer CA,484
2019-02-01,AncillaryFFS,ambulatory surgery,Payer UN,0
2019-02-01,AncillaryFFS,ambulatory surgery,Payer F,464858
2019-02-01,AncillaryFFS,ambulatory surgery,Payer O,29209
2019-02-01,AncillaryFFS,ambulatory surgery,Payer W,8983
2019-02-01,AncillaryFFS,ambulatory surgery,Payer S,2909
2019-02-01,AncillaryFFS,ambulatory surgery,Payer F,12559
2019-02-01,AncillaryFFS,,Payer O,31306
2019-02-01,AncillaryFFS,anesthesiology,Payer CA,64423
2019-02-01,ASCServices,anesthesiology,Payer F,3523
2019-02-01,ASCServices,anesthesiology,Payer CO,36896
2019-02-01,ASCServices,anesthesiology,Payer B,23599
2019-02-01,ASCServices,anesthesiology,Payer S,5133
2019-02-01,ASCServices,anesthesiology,Payer CA,226278
2019-02-01,ASCServices,anesthesiology,Payer F,179383
2019-02-01,ASCServices,anesthesiology,Payer O,42891
2019-02-01,ASCServices,anesthesiology nurse,Payer W,60528
2019-02-01,ASCServices,,Payer UN,84141
2019-02-01,ASCServices,,Payer CA,625
2019-02-01,ASCServices,cardiology,Payer H,71844
2019-02-01,ASCServices,anesthesiology nurse,Payer CA,83670
2019-02-01,ASCServices,colorectal surgery,Payer CO,5166
2019-02-01,ASCServices,dermatopathology,Payer F,175125
2019-02-01,ASCServices,diagnostic radiology,Payer O,79282
2019-02-01,ASCServices,,Payer S,287
2019-02-01,ASCServices,,Payer UN,16273
2019-02-01,ASCServices,,Payer W,32835
2019-02-01,ASCServices,gastroenterology,Payer S,1759
2019-02-01,ASCServices,gastroenterology,Payer F,903735
2019-02-01,ASCServices,gastroenterology,Payer O,305874
2019-02-01,ASCServices,gastroenterology,Payer F,3047
2019-02-01,ASCServices,gastroenterology,Payer B,2639
2019-02-01,ASCServices,gastroenterology,Payer F,1254
2019-02-01,ASCServices,gastroenterology,Payer S,176
2019-02-01,ASCServices,gastroenterology,Payer CA,1620
2019-02-01,ASCServices,,Payer UN,0
2019-02-01,ASCServices,surgery,Payer F,5219
2019-02-01,ASCServices,surgery,Payer O,1810
2019-02-01,ASCServices,surgery,Payer B,931
2019-02-01,ASCServices,gynecology,Payer CA,138205
2019-02-01,ASCServices,surgery,Payer CO,8147
2019-02-01,ASCServices,surgery,Payer F,192508
2019-02-01,ASCServices,laboratory,Payer O,62134
2019-02-01,ASCServices,laboratory,Payer S,2026
2019-02-01,ASCServices,,Payer UN,10015
2019-02-01,ASCServices,,Payer W,22112
